Index,Model,Family,Line,Platform,OPN Tray,OPN PIB,OPN MPK,Launch Date,# of CPU Cores,# of Threads,# of GPU Cores,Compute Cores,Base Clock,Max Boost Clock ¹ ²,Total L1 Cache,Total L2 Cache,Total L3 Cache,Unlocked,CMOS,Package,Socket Count,PCI Express® Version,Thermal Solution PIB,Thermal Solution MPK,Default TDP / TDP,cTDP,Max Temps,*OS Support,System Memory Specification,System Memory Type,Memory Channels,Graphics Frequency,GPU Base,Graphics Model,Graphics Core Count,Supported Technologies,DisplayPort,HDMI
340,750K,AMD Athlon™ Processors,AMD Athlon™ X4,Boxed Processor,AD750KWOA44HJ,AD750KWOHJBOX,,,4,4,,,3.4GHz,Up to 4.0GHz,,4MB,,No,32nm,FM2,,Not Listed,,,100W,,,,,Not Listed,,,,Discrete Graphics Card Required,,,,
341,A6-6400B with Radeon HD 8470D,AMD A-Series Processors,AMD Business Class - Dual-Core A6-Series APU for Desktops,Desktop,AD640BOKA23HL,,,,2,2,,,3.9GHz,Up to 4.1GHz,96KB,1MB,,No,32nm SOI,FM2,,,,,65W,,70°C,,Up to 1866MHz,DDR3,2,800 MHz,,AMD Radeon™ HD 8470D,192,"Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",Yes,Yes
342,740,AMD Athlon™ Processors,AMD Athlon™ X4,Boxed Processor,AD740XOKA44HJ,AD740XOKHJBOX,,,4,4,,,3.2GHz,Up to 3.7GHz,,4MB,,No,32nm,FM2,,Not Listed,,,65W,,,,,Not Listed,,,,Discrete Graphics Card Required,,,,
343,2800+,AMD Sempron™,AMD Sempron™,Desktop,AXDA2800DKV4D,,,,,,,,56MHz,,,,,No,65nm,939,,,,,45W,,70°C,,,Not Listed,,,,Discrete Graphics Card Required,,,,
344,A10 PRO-7850B with Radeon R7 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,Desktop,AD785BXBI44JA,,,,4,4,8,12 (4 CPU + 8 GPU),3.7GHz,Up to 4.0GHz,256KB,4MB,,No,28nm,FM2+,,,,,95W,,72.40°C,,Up to 2133MHz,DDR3,2,720 MHz,,AMD Radeon™ R7 Graphics,512,"Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
345,A10 PRO-7800B with Radeon R7 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,Desktop,AD780BYBI44JA,,,,4,4,8,12 (4 CPU + 8 GPU),3.5GHz,Up to 3.9GHz,256KB,4MB,,No,28nm,FM2+,,,,,65W,35W/65WW,71.30°C,,Up to 2133MHz,DDR3,2,720 MHz,,AMD Radeon™ R7 Graphics,512,"Virtualization, AES, Catalyst Software, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
346,A8 PRO-7600B with Radeon R7 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Desktops,Desktop,AD760BYBI44JA,,,,4,4,6,10 (4 CPU + 6 GPU),3.1GHz,Up to 3.8GHz,,4MB,,No,28nm,FM2+,,,,,65W,35W/65WW,71.30°C,,Up to 2133MHz,DDR3,2,720 MHz,,AMD Radeon™ R7 Graphics,384,"Virtualization, AES, Catalyst Software, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
347,A6 PRO-7400B with Radeon R5 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,Desktop,AD740BYBI23JA,,,,2,2,4,6 (2 CPU + 4 GPU),3.5GHz,Up to 3.9GHz,,1MB,,No,28nm,FM2+,,,,,65W,35W/65WW,70°C,,Up to 1866MHz,DDR3,2,756 MHz,,AMD Radeon™ R5 Graphics,256,"Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, Heterogeneous System Architecture (HSA), DirectX® 12 Technology, FMA4, AVX",Yes,Yes
348,A4 PRO-7350B with Radeon R5 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Desktops,Desktop,AD735BYBI23JA,,,,2,2,3,5 (2 CPU + 3 GPU),3.4GHz,Up to 3.8GHz,,1MB,,No,28nm,FM2+,,,,,65W,35W/65WW,70°C,,Up to 1866MHz,DDR3,2,514 MHz,,AMD Radeon™ R5 Graphics,192,"Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, Heterogeneous System Architecture (HSA), DirectX® 12 Technology, FMA4, AVX",Yes,Yes
349,A4 PRO-7300B with Radeon HD 8470D,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Desktops,Desktop,AD730BOKA23H,,,,2,2,,,3.8GHz,Up to 4.0GHz,96KB,1MB,,No,32nm SOI,FM2,,,,,65W,,70°C,,Up to 1600MHz,DDR3,2,800 MHz,,AMD Radeon™ HD 8470D,192,"Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",Yes,Yes
350,A10 PRO-7350B with Radeon R6 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Laptops,Laptop,AM735BECH44JA,,,,4,4,6,10 (4 CPU + 6 GPU),2.1GHz,Up to 3.3GHz,,4MB,,No,28nm,FP3,,,,,19W,,,,Up to 1600MHz,DDR3/DDR3L,2,553 MHz,,AMD Radeon™ R6 Graphics,384,"Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
351,A8 PRO-7150B with Radeon R5 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Laptops,Laptop,AM715BECH44JA,,,,4,4,6,10 (4 CPU + 6 GPU),1.9GHz,Up to 3.2GHz,,4MB,,No,28nm,FP3,,,,,100W,,,,Up to 1600MHz,DDR3/DDR3L,2,533 MHz,,AMD Radeon™ R5 Graphics,384,"Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
352,A6 PRO-7050B with Radeon R4 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Laptops,Laptop,AM705BECH23JA,,,,2,2,3,5 (2 CPU + 3 GPU),2.2GHz,Up to 3.0GHz,,1MB,,No,28nm,FP3,,,,,100W,,,,Up to 1600MHz,DDR3/DDR3L,2,533 MHz,,AMD Radeon™ R4 Graphics,192,"Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
353,A4 PRO-3350B with Radeon R4 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Laptops,Laptop,AM335BITJ44JB,,,Q2 2016,4,4,2,,2.0GHz,Up to 2.4GHz,,2MB,,No,28nm,FT3b,,,,,15W,,90°C,,Up to 1600MHz,DDR3,1,800 MHz,,AMD Radeon™ R4 Graphics,128,"Virtualization, DirectX® 12 Technology, AES, AMD App Acceleration, AVX, Catalyst Software, AMD Enduro™ Technology, FMA4, Unified Video Decoder (UVD), Video Code Engine (VCE), The Vulkan® API, Switchable Graphics, AMD Elite Experiences, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Enhanced Virus Protection, AMD HD3D Technology",Yes,Yes
354,A4 PRO-3340B with Radeon HD 8240 Graphics,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Laptops,Laptop,AM334BIAJ44HM,,,,4,4,2,,2.2GHz,,,2MB,,No,28nm,FT3,,,,,25W,,,,Up to 1600MHz,DDR3/DDR3L,1,400 MHz,,AMD Radeon™ HD 8240 Graphics,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
355,AMD Athlon 3000G,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Graphics,Boxed Processor,YD3000C6M2OFH,YD3000C6FHBOX,YD3000C6FHMPK,,2,4,3,,3.5GHz,,192KB,1MB,4MB,Yes,14nm,AM4,,PCIe® 3.0,,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",Up to 2667MHz,,2,1100 MHz,,Radeon™ Vega 3 Graphics,3,,,
356,FX-7600P with Radeon R7 Graphics,AMD FX-Series Processors,AMD FX-Series Processors for Laptops,Laptop,FM760PDGH44JA,,,,4,4,8,12 (4 CPU + 8 GPU),2.7GHz,Up to 3.6GHz,,4MB,,No,28nm,FP3,,,,,35W,,,,Up to 2133MHz,DDR3,2,686 MHz,,AMD Radeon™ R7 Graphics,,"Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
357,AMD Athlon 240GE,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Desktop,YD240GC6M2OFB,,YD240GC6FBMPK,,2,4,3,5 (2 CPU + 3 GPU),3.5GHz,,192KB,1MB,4MB,No,14nm,AM4,,PCIe® 3.0,,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",Up to 2667MHz,,2,1000 MHz,,Radeon™ Vega 3 Graphics,3,,Yes,Yes
358,FX-7500 with Radeon R7 Graphics,AMD FX-Series Processors,AMD FX-Series Processors for Laptops,Laptop,FM7500ECH44JA,,,,4,4,6,10 (4 CPU + 6 GPU),2.1GHz,Up to 3.3GHz,,4MB,,No,28nm,FP3,,,,,20W,,,,Up to 1600MHz,DDR3,2,553 MHz,,AMD Radeon™ R7 Graphics,,"Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
359,FX-8800P with Radeon R7 Graphics,AMD FX-Series Processors,AMD FX-Series Processors for AIOs,All-in-One,FM880PAAY43KAD,,,,4,4,8,12 (4 CPU + 8 GPU),2.1GHz,Up to 3.4GHz,,2MB,,No,28nm,FP4,,,,,,,90°C,,Up to 2133MHz,DDR3,2,800 MHz,,AMD Radeon™ R7 Graphics,,"Virtualization, AES, Catalyst Software, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
360,AMD Athlon 220GE,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Boxed Processor,YD220GC6M2OFB,,YD220GC6FBMPK,,2,4,3,5 (2 CPU + 3 GPU),3.4GHz,,192KB,1MB,4MB,No,14nm,AM4,,PCIe® 3.0,,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",Up to 2667MHz,,2,1000 MHz,,Radeon™ Vega 3 Graphics,3,,Yes,Yes
361,AMD Athlon 200GE,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Boxed Processor,YD200GC6M2OFB / YD20GGC6M2OFB,YD200GC6FBBOX,YD200GC6FBMPK,,2,4,3,5 (2 CPU + 3 GPU),3.2GHz,,192KB,1MB,4MB,No,14nm,AM4,,PCIe® 3.0,,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",Up to 2667MHz,,2,1000 MHz,,Radeon™ Vega 3 Graphics,3,,Yes,Yes
362,Athlon 5370 APU with Radeon R3 Series,AMD Athlon™ Processors,AMD Athlon™ Quad-Core APU,Desktop,AD5370JAH44HM,,,,4,4,,,2.2GHz,,256KB,2MB,,No,28nm,AM1,,,,,25W,,76°C,,Up to 1600MHz,DDR3,1,600 MHz,,AMD Radeon™ R3 Graphics,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
363,Athlon 5350 APU with Radeon R3 Series,AMD Athlon™ Processors,AMD Athlon™ Quad-Core APU,Boxed Processor,AD5350JAH44HM,AD5350JAHMBOX,,,4,4,,,2.05GHz,,256KB,2MB,,No,28nm,AM1,,,,,25W,,76°C,,Up to 1600MHz,DDR3,1,600 MHz,,AMD Radeon™ R3 Graphics,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
364,AMD Athlon PRO 200U Mobile Processor with Radeon Vega 3 Graphics,AMD Athlon™ PRO Processors,AMD Athlon™ PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,YM200UC4T2OFB,,,,2,4,3,5 (2 CPU + 3 GPU),2.3GHz,Up to 3.2GHz,192KB,1MB,4MB,No,14nm,FP5,,PCIe® 3.0,Not included,,15W,12-25W,105°C,,Up to 2400MHz,,2,1000 MHz,,Radeon™ Vega 3 Graphics,3,,Yes,Yes
365,Athlon 5150 APU with Radeon R3 Series,AMD Athlon™ Processors,AMD Athlon™ Quad-Core APU,Boxed Processor,AD5150JAH44HM,AD5150JAHMBOX,,,4,4,,,1.6GHz,,256KB,2MB,,No,28nm,AM1,,,,,25W,,76°C,,Up to 1600MHz,DDR3,1,600 MHz,,AMD Radeon™ R3 Graphics,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
366,AMD Athlon PRO 200GE,AMD Athlon™ PRO Processors,AMD Athlon™ PRO Desktop Processors with Radeon™ Vega Graphics,Desktop,YD200BC6M2OFB,,YD200BC6FBMPK,,2,4,3,5 (2 CPU + 3 GPU),3.2GHz,,192KB,1MB,4MB,No,14nm,AM4,,PCIe® 3.0,,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",Up to 2667MHz,,2,1000 MHz,,Radeon™ Vega 3 Graphics,3,,Yes,Yes
367,Sempron 3850 APU with Radeon R3 Series,AMD Sempron™,AMD Sempron™ Quad-Core APU,Boxed Processor,SD3850JAH44HM,SD3850JAHMBOX,,,4,4,,,1.3GHz,,256KB,2MB,,No,28nm,AM1,,,,,25W,,90°C,,Up to 1600MHz,DDR3,1,450 MHz,,AMD Radeon™ R3 Graphics,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
368,Sempron 2650 APU with Radeon R3 Series,AMD Sempron™,AMD Sempron™ Dual-Core APU,Boxed Processor,SD2650JAH23HM,SD2650JAHMBOX,,,2,2,,,1.45GHz,,128KB,1MB,,No,28nm,AM1,,,,,25W,,90°C,,Up to 1333MHz,DDR3,1,400 MHz,,AMD Radeon™ R3 Graphics,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
369,E2-7110 with Radeon R2 Graphics,AMD E-Series Processors,AMD E2-Series APU for Laptops,Laptop,EM7110ITJ44JB,,,,4,4,,,1.8GHz,Up to 1.8GHz,,2MB,,No,28nm,FT3b,,,,,65W,,90°C,,Up to 1600MHz,DDR3L,1,600 MHz,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
370,E2-7110 with Radeon R2 Graphics,AMD E-Series Processors,AMD E2-Series APU for Laptops,Laptop,EM7110JBY44JB,,,,4,4,,,1.8GHz,Up to 1.8GHz,,2MB,,No,28nm,FP4,,,,,65W,,90°C,,Up to 1600MHz,DDR3L,1,600 MHz,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
371,E2-6110 with Radeon R2 Graphics,AMD E-Series Processors,AMD E2-Series APU for Laptops,Laptop,EM6110ITJ44JB,,,,4,4,,,1.5GHz,,,2MB,,No,28nm,FT3b,,,,,15W,,,,Up to 1600MHz,DDR3,1,,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
372,E2-3800 with Radeon HD 8280,AMD E-Series Processors,AMD E2-Series APU for Laptops,Laptop,EM3800IBJ44HM,,,,4,4,,,1.3GHz,,128KB,2MB,,No,28nm,FT3,,,,,15W,,90°C,,Up to 1600MHz,DDR3,1,450 MHz,,AMD Radeon™ HD 8280,128,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
373,E2-3000 with Radeon HD 8280,AMD E-Series Processors,AMD E2-Series APU for Laptops,Laptop,EM3000BJ23HM,,,,2,2,,,1.65GHz,,,1MB,,No,28nm,FT3,,,,,15W,,,,,Not Listed,1,,,AMD Radeon™ HD 8280,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
374,E2-7110 with Radeon R2 Graphics,AMD E-Series Processors,AMD E2-Series APU for AIOs,All-in-One,EM7110JBY44JBD,,,,4,4,,,1.8GHz,Up to 1.8GHz,,2MB,,No,28nm,FP4,,,,,65W,,90°C,,Up to 1600MHz,DDR3L,1,600 MHz,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
375,E1-7010 with Radeon R2 Graphics,AMD E-Series Processors,AMD E1-Series APU for Laptops,Laptop,EM7010JCY23JB,,,,2,2,,,1.5GHz,Up to 1.5GHz,,1MB,,No,28nm,FP4,,,,,10W,,90°C,,Up to 1333MHz,DDR3L,1,400 MHz,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
376,E1 Micro-6200T with Radeon R2 Graphics,AMD E-Series Processors,AMD E1-Series APU for Laptops,"Laptop, Tablet",EM620TIWJ23JB,,,,2,2,,,1.4GHz,,,1MB,,No,28nm,FT3b,,,,,3.95W,,,,,Not Listed,1,,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
377,E1-6010 with Radeon R2 Graphics,AMD E-Series Processors,AMD E1-Series APU for Laptops,Laptop,EM6010IUJ23JB,,,,2,2,,,1.35GHz,,,1MB,,No,28nm,FT3b,,,,,10W,,,,,Not Listed,1,,,AMD Radeon™ R2 Graphics,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
378,E1-2500 with Radeon HD 8240,AMD E-Series Processors,AMD E1-Series APU for Laptops,Laptop,EM2500BJ23HM,,,,2,2,,,1.4GHz,,,1MB,,No,28nm,FT3,,,,,15W,,,,,Not Listed,1,,,AMD Radeon™ HD 8240,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
379,E1-2200 with Radeon HD 8210,AMD E-Series Processors,AMD E1-Series APU for Laptops,Laptop,EM2200ICJ23HM,,,,2,2,,,1.0GHz,,,1MB,,No,28nm,FT3,,,,,9W,,,,,Not Listed,1,,,AMD Radeon™ HD 8210,,"Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",Yes,Yes
